X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,a,b,c,CSF,Deqi,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
66,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_23,23,purple,Fiber,Blue,0.003376,0.00092,0.000845688,0.479860537,0.000845688,1450,0.060981414,1.166885844,1440,0.060209715,1.152119294,1460,0.061745449,1.18150574
67,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_6,6,green,Fiber,Green,0.003186,0.001024,0.000798093,0.441855879,0.000798093,1450,0.059213825,1.133062847,1440,0.058459967,1.118637694,1460,0.059960249,1.147345746
68,PAN,fiber,POLY(ACRYLONITRILE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_9,9,green,Fiber,Green,0.003301,0.000564,0.000283651,0.207884084,0.000283651,1180,0.015927201,0.304768689,1160,0.01479879,0.283176428,1200,0.017008956,0.32546818
69,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_23,23,black,Fiber,Black,0.006421,0.001957,0.001608461,0.453746881,0.001608461,1450,0.095097524,1.819701238,1440,0.093935255,1.797461106,1460,0.096247823,1.841712332
70,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_33,33,green,Fiber,Green,0.006251,0.000868,0.000437126,0.187659921,0.000437126,1010,0.004196813,0.080306458,751,-0.01905241,-0.364569888,1270,0.030003977,0.574129292
71,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_2,2,black,Fiber,Black,0.004601,0.001032,0.000518301,0.23785685,0.000518301,939,-0.008805852,-0.094948171,934,-0.009281043,-0.100071874,944,-0.008315811,-0.08966436
72,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_9,9,blue,Fiber,Blue,0.001992,0.000336,0.000168996,0.20656756,0.000168996,1450,0.017783428,0.191747944,1440,0.017532063,0.189037624,1460,0.01803271,0.194435797
73,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_10,10,black,Fiber,Black,0.002142,0.000508,0.000255071,0.244522876,0.000255071,1450,0.025407591,0.27395467,1440,0.025055961,0.270163267,1460,0.025756173,0.27771322
74,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_A_3,3,black,Fiber,Black,0.002511,0.00063,0.000629006,0.500104557,0.000629006,1450,0.048966787,0.527979223,1440,0.048336587,0.521184157,1460,0.049590855,0.534708172
75,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_A_15,15,green,Fiber,Green,0.004187,0.000818,0.000411094,0.222132691,0.000411094,939,-0.007086397,-0.076408327,934,-0.00747137,-0.080559256,944,-0.00668959,-0.072129801
76,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_A_21,21,red,Fiber,Red,0.004251,0.00074,0.000372126,0.209810887,0.000372126,1010,0.003598523,0.038800691,751,-0.016336476,-0.176146328,1270,0.025945619,0.2797559
77,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-2_B_6,6,blue,Fiber,Blue,0.00104,0.000134,6.75E-05,0.180868678,6.75E-05,1010,0.000692145,0.007462983,751,-0.003142425,-0.033882863,1270,0.005419614,0.058436419
78,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-3_A_20,20,green,Fiber,Green,0.006015,0.000656,0.000331008,0.166635719,0.000331008,1450,0.032667208,0.352230727,1440,0.032216625,0.347372366,1460,0.03311386,0.357046712
79,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_7,7,blue,Fiber,Blue,0.001999,0.000245,0.0001235,0.176471981,0.0001235,1450,0.01340181,0.144503608,1440,0.013209933,0.142434714,1460,0.013592144,0.146555856
80,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_9,9,clear,Fiber,Transparent,0.001876,0.000336,0.000168938,0.212785139,0.000168938,1010,0.001695427,0.018280765,751,-0.007697222,-0.082994488,1270,0.012841075,0.138457543
81,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_13,13,gray,Fiber,Black,0.001619,0.000157,7.93E-05,0.157308417,7.93E-05,1000,0.000247473,0.002668356,999,0.000156149,0.001683657,1000,0.000247473,0.002668356
82,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-4_A_29,29,pink,Fiber,Red,0.002149,0.000519,0.000260575,0.246734583,0.000260575,1010,0.002560541,0.027608768,751,-0.011624511,-0.125340062,1270,0.018835954,0.203096694
83,"Nylon 6,6 - Poly(hexamethylene adipamide)",fiber,"NYLON 6,6 - POLY(HEXAMETHYLENE ADIPAMIDE)",fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_1,1,gray,Fiber,Black,0.003078,0.00095,0.000771039,0.4509,0.000771039,1330,0.048231665,0.520052847,1330,0.048231665,0.520052847,1330,0.048231665,0.520052847
84,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_2,2,red,Fiber,Red,0.001359,0.000685,0.00034043,0.352835417,0.00034043,1010,0.003252742,0.035072347,751,-0.014766494,-0.159218171,1270,0.023126773,0.249361997
85,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_27,27,black,Fiber,Black,0.00046,0.000346,0.00011523,0.288834187,0.00011523,1450,0.012346921,0.133129374,1440,0.012171095,0.131233547,1460,0.012521314,0.135009751
86,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_31,31,blue,Fiber,Blue,0.001371,0.000674,0.000343436,0.357269967,0.000343436,1010,0.003277727,0.035341747,751,-0.0148799,-0.160440954,1270,0.023274476,0.25095459
87,"Nylon 6,6 - Poly(hexamethylene adipamide)",fiber,"NYLON 6,6 - POLY(HEXAMETHYLENE ADIPAMIDE)",fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-5_A_36,36,green,Fiber,Green,0.001943,0.001293,0.000486722,0.307075288,0.000486722,1330,0.035445143,0.382183522,1330,0.035445143,0.382183522,1330,0.035445143,0.382183522
88,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-3_B_3,3,gray,Fiber,Black,0.005013,0.001192,0.000598507,0.24483973,0.000598507,1010,0.005529764,0.120575672,751,-0.025102536,-0.547357039,1270,0.037957212,0.827651314
89,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-4_A_19,19,red,Fiber,Red,0.004171,0.000695,0.000349586,0.205324566,0.000349586,1010,0.003396296,0.074055715,751,-0.015418499,-0.336198067,1270,0.0246261,0.536968421
90,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-4_A_23,23,black,Fiber,Black,0.002472,0.000889,0.000619236,0.417715973,0.000619236,1450,0.049536765,1.08014173,1440,0.048895037,1.066148948,1460,0.050172302,1.093999518
91,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.67,SF-4,SDC-SF-4-N-1,SDC-SF-4,SDC-SF-4-N-1_S1-4_A_24,24,black,Fiber,Black,0.008801,0.001769,0.000888901,0.225280304,0.000888901,1450,0.070159275,1.529812473,1440,0.069253363,1.510059205,1460,0.071056409,1.54937435
92,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,2,SC,NA,0.63,SF-4,SDC-SF-4-N-2,SDC-SF-4,SDC-SF-4-N-2_S0-0_A_7,7,black,Fiber,Black,0.002437,0.001881,0.000610469,0.285128807,0.000610469,1010,0.005583493,0.125552737,751,-0.025346159,-0.569944265,1270,0.037959387,0.853570544
93,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_B_20,20,Black,Fiber,Black,0.004678,0.000708,0.000356339,0.195801773,0.000356339,1000,0.001079051,0.014315057,999,0.000684889,0.009085979,1000,0.001079051,0.014315057
94,PE,fiber bundle,POLY(ETHYLENE),Fiber Bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_B_4,4,Blue,Fiber,Blue,0.002049,0.000289,0.000103475,0.134466294,0.000103475,1010,0.001056412,0.014014721,751,-0.004796212,-0.063628193,1270,0.00821647,0.109002512
95,PE,fiber bundle,POLY(ETHYLENE),fiber bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_C_30,30,blue,Fiber,Blue,0.001264,0.000568,6.38E-05,0.075333951,6.38E-05,1010,0.00065761,0.008724084,751,-0.002985653,-0.039608696,1270,0.005193131,0.068893858
96,Polyamides (POLYLACTAMS),fiber,POLYAMIDES (POLYLACTAMS),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_D_21,21,Green,Fiber,Green,0.003874,0.000594,0.000298937,0.197063704,0.000298937,1150,0.014940617,0.198207354,886,-0.007959158,-0.105588923,1400,0.027495897,0.364769998
97,Polyesters,fiber bundle,POLYESTERS,Fiber Bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_D_23,23,Blue,Fiber,Blue,0.002871,0.000923,0.000144986,0.089065011,0.000144986,1010,0.001476774,0.01959139,751,-0.006704675,-0.088946523,1270,0.011442713,0.151802949
98,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_D_32,32,White,Fiber,White,0.005194,0.001188,0.000596597,0.240171722,0.000596597,1000,0.001753663,0.023264692,999,0.001119247,0.014848317,1000,0.001753663,0.023264692
99,other plastic,fiber,OTHER PLASTIC,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_E_21,21,Black,Fiber,Black,0.003468,0.001328,0.000868734,0.404807208,0.000868734,1380,0.057860324,0.767594902,1360,0.056103326,0.74428596,1410,0.060420414,0.801557927
100,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_E_8,8,Red,Fiber,Red,0.002765,0.001778,0.000692633,0.312384459,0.000692633,1450,0.055871209,0.741206625,1440,0.055145925,0.731584748,1460,0.056589516,0.750735931
101,Polyesters,fiber bundle,POLYESTERS,fiber bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_F_19,19,red,Fiber,Red,0.001699,0.001118,8.58E-05,0.062253986,8.58E-05,1010,0.000882389,0.011706071,751,-0.004006172,-0.05314725,1270,0.006947367,0.092166157
102,PET,fiber bundle,POLY(ETHYLENE TEREPHTHALATE),fiber bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_G_32,32,purple,Fiber,Blue,0.000651,0.000465,3.29E-05,0.059752406,3.29E-05,1450,0.003789808,0.050276897,1440,0.003734035,0.049536985,1460,0.003845165,0.051011275
103,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S0-0_M_56,56,black,Fiber,Black,0.002206,0.000839,0.000552603,0.406190259,0.000552603,1000,0.0016041,0.02128054,999,0.001026084,0.013612386,1000,0.0016041,0.02128054
104,Polyesters,fiber bundle,POLYESTERS,fiber bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_A_4,4,black,Fiber,Black,0.000562,0.000272,2.84E-05,0.072589714,2.84E-05,1010,0.000293691,0.003896201,751,-0.00133341,-0.01768947,1270,0.002337489,0.031009932
105,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_A_44,44,blue,Fiber,Blue,0.001029,0.000112,5.65E-05,0.166472764,5.65E-05,1450,0.006374784,0.084570067,1440,0.006281926,0.083338191,1460,0.006466926,0.085792462
106,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_A_49,49,red,Fiber,Red,0.004344,0.000737,0.000370672,0.207162493,0.000370672,1450,0.035395394,0.469567436,1440,0.034912756,0.46316459,1460,0.035873732,0.475913229
107,polystyrene,fiber,POLYSTYRENE,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_B_16,16,black,Fiber,Black,0.002141,0.000601,0.000536321,0.472801481,0.000536321,1050,0.011994321,0.159120779,1050,0.011994321,0.159120779,1050,0.011994321,0.159120779
108,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_B_37,37,red,Fiber,Red,0.003779,0.001032,0.00094664,0.479353969,0.00094664,1010,0.007849113,0.104129022,751,-0.035627504,-0.472646684,1270,0.049465578,0.656227321
109,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_C_11,11,clear,Fiber,Transparent,0.002355,0.00043,0.000216178,0.214823015,0.000216178,1450,0.022144022,0.29377019,1440,0.021834329,0.289661701,1460,0.022451088,0.297843828
110,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_C_12,12,pink,Fiber,Red,0.008635,0.00161,0.000809318,0.217057513,0.000809318,1010,0.007279018,0.096565949,751,-0.033042376,-0.438351486,1270,0.048746205,0.646683875
111,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_C_14,14,red,Fiber,Red,0.002585,0.00053,0.000266293,0.227504885,0.000266293,1450,0.026500938,0.351570536,1440,0.026134301,0.346706601,1460,0.026864396,0.356392296
112,CA,fiber,CELLULOSE ACETATE,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_C_2,2,clear,Fiber,Transparent,0.002814,0.000446,0.000224407,0.20031198,0.000224407,1300,0.017816798,0.236363758,1280,0.0170603,0.226327791,1320,0.018554455,0.246149762
113,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_C_28,28,red,Fiber,Red,0.001017,0.00035,0.000254759,0.427006204,0.000254759,1010,0.00246733,0.032732449,751,-0.01120114,-0.148598167,1270,0.017822434,0.236438517
114,other plastic,fiber,OTHER PLASTIC,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_D_16,16,pink,Fiber,Red,0.001269,0.000124,6.26E-05,0.157896303,6.26E-05,1380,0.006311225,0.08372687,1360,0.006092553,0.080825891,1410,0.006631877,0.087980756
115,Polyamides (POLYLACTAMS),fiber,POLYAMIDES (POLYLACTAMS),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_D_19,19,clear,Fiber,Transparent,0.004376,0.00074,0.000372188,0.206827294,0.000372188,1150,0.018088039,0.239962135,886,-0.009797477,-0.129976688,1400,0.033054272,0.438509303
116,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-1_E_18,18,blue,Fiber,Blue,0.002577,0.000618,0.000310289,0.245874921,0.000310289,1450,0.030055007,0.398720026,1440,0.029643182,0.393256615,1460,0.030463195,0.404135186
117,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_A_1,1,black,Fiber,Black,0.001963,0.000514,0.000491732,0.4895379,0.000491732,1450,0.040813185,0.541441715,1440,0.040279485,0.534361468,1460,0.041341802,0.548454525
118,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_A_10,10,black,Fiber,Black,0.001933,0.000669,0.000484217,0.425804845,0.000484217,1010,0.004443701,0.058951655,751,-0.020172168,-0.267610898,1270,0.030305901,0.402048478
119,Polyesters,fiber bundle,POLYESTERS,fiber bundle,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_B_29,29,black,Fiber,Black,0.001337,0.001052,6.75E-05,0.056931052,6.75E-05,1010,0.000696029,0.009233764,751,-0.003160084,-0.041922762,1270,0.005502563,0.072998887
120,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_C_3,3,green,Fiber,Green,0.001295,0.000212,0.000106648,0.203539107,0.000106648,1010,0.001083991,0.014380603,751,-0.004921396,-0.065288927,1270,0.008371055,0.111053282
121,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_C_33,33,black,Fiber,Black,0.00336,0.000418,0.00021068,0.177772889,0.00021068,1450,0.021860399,0.290007544,1440,0.021553136,0.285931297,1460,0.022165082,0.29404958
122,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_D_25,25,black,Fiber,Black,0.001499,0.000495,0.0003755,0.435919149,0.0003755,1010,0.00352848,0.046810029,751,-0.016017952,-0.212499646,1270,0.024636107,0.326831043
123,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-2_E_13,13,black,Fiber,Black,0.004288,0.000772,0.000388144,0.21333241,0.000388144,1450,0.03670007,0.486875716,1440,0.036201292,0.48025875,1460,0.037194378,0.493433372
124,PBT,fiber,POLY(BUTYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-3_A_2,2,blue,Fiber,Blue,0.000889,0.000214,0.000107445,0.24633517,0.000107445,1450,0.011638026,0.154394046,1450,0.011638026,0.154394046,1450,0.011638026,0.154394046
125,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-3_A_8,8,clear,Fiber,Transparent,0.003157,0.000628,0.000315579,0.224124996,0.000315579,1010,0.003076683,0.040816334,751,-0.013967585,-0.185298767,1270,0.022405897,0.297244308
126,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-3_E_52,52,black,Fiber,Black,0.004081,0.000688,0.000346041,0.20651396,0.000346041,1010,0.003363359,0.044619477,751,-0.015268984,-0.202563576,1270,0.024400711,0.3237082
127,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-3_F_17,17,black,Fiber,Black,0.004435,0.001094,0.000549218,0.249338242,0.000549218,1450,0.04794764,0.636089832,1440,0.047311871,0.627655504,1460,0.048577475,0.64444544
128,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-4_E_34,34,blue,Fiber,Blue,0.002495,0.000543,0.000272748,0.234328757,0.000272748,1000,0.000830824,0.01102199,999,0.000526736,0.006987854,1000,0.000830824,0.01102199
129,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-4_F_41,41,blue,Fiber,Blue,0.005462,0.001058,0.000531731,0.221193978,0.000531731,1010,0.004992697,0.066234825,751,-0.022664915,-0.300680533,1270,0.034831288,0.462083808
130,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-5_A_9,9,black,Fiber,Black,0.003195,0.000997,0.000800348,0.448430953,0.000800348,1110,0.026340318,0.349439688,1110,0.026340318,0.349439688,1110,0.026340318,0.349439688
131,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-5_C_15,15,blue,Fiber,Blue,0.001214,0.000409,0.000304107,0.431574146,0.000304107,1450,0.028226565,0.374463291,1440,0.027845259,0.369404749,1460,0.028604418,0.379476016
132,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-5_D_21,21,blue,Fiber,Blue,0.00152,0.000356,0.00017876,0.243009669,0.00017876,1450,0.018563456,0.246269176,1440,0.018302451,0.242806588,1460,0.018822273,0.249702724
133,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-5_E_12,12,gray,Fiber,Black,0.001341,0.000189,9.52E-05,0.189041459,9.52E-05,1120,0.004460498,0.05917449,1100,0.00396718,0.052629965,1130,0.004696382,0.062303817
134,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-5_E_14,14,black,Fiber,Black,0.002484,0.000575,0.000288742,0.241601843,0.000288742,1450,0.028300411,0.375442962,1440,0.027911018,0.370277142,1460,0.028686392,0.380563512
135,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T,Inside Thalweg,1.81,SF-4,SDC-SF-4-N-3,SDC-SF-4,SDC-SF-4-N-3_S1-5_F_7,7,black,Fiber,Black,0.001874,0.00047,0.000469437,0.500199893,0.000469437,1010,0.00428493,0.056845345,751,-0.019451314,-0.258047805,1270,0.029076745,0.385742067
136,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.37,SF-5,SDC-SF-5-N-1,SDC-SF-5,SDC-SF-5-N-1_S0-0_B_3,3,blue,Fiber,Blue,0.002852,0.001105,0.000714426,0.402440196,0.000714426,1000,0.002032057,0.059624611,999,0.001304412,0.038274049,1000,0.002032057,0.059624611
